utt_id,path,target,corpus,split,attack,bona_fide_source,source_id,speaker_id,generator_id,channel_id,language,platform_id
ai4t/real/-lPqD0Kj-gA_000.wav,datasets/05_AI4T/AI4T_dataset_seg/real/-lPqD0Kj-gA_000.wav,0,ai4t,test,bonafide,ai4t_real,-lPqD0Kj-gA,NA,NA,NA,NA,NA
ai4t/real/-lPqD0Kj-gA_001.wav,datasets/05_AI4T/AI4T_dataset_seg/real/-lPqD0Kj-gA_001.wav,0,ai4t,test,bonafide,ai4t_real,-lPqD0Kj-gA,NA,NA,NA,NA,NA
ai4t/real/-lPqD0Kj-gA_002.wav,datasets/05_AI4T/AI4T_dataset_seg/real/-lPqD0Kj-gA_002.wav,0,ai4t,test,bonafide,ai4t_real,-lPqD0Kj-gA,NA,NA,NA,NA,NA
ai4t/real/-lPqD0Kj-gA_003.wav,datasets/05_AI4T/AI4T_dataset_seg/real/-lPqD0Kj-gA_003.wav,0,ai4t,test,bonafide,ai4t_real,-lPqD0Kj-gA,NA,NA,NA,NA,NA
ai4t/real/-lPqD0Kj-gA_004.wav,datasets/05_AI4T/AI4T_dataset_seg/real/-lPqD0Kj-gA_004.wav,0,ai4t,test,bonafide,ai4t_real,-lPqD0Kj-gA,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_000.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_000.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_001.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_001.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_002.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_002.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_003.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_003.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_004.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_004.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_005.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_005.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_006.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_006.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_007.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_007.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_008.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_008.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_009.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_009.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_010.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_010.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_011.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_011.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_012.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_012.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_013.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_013.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_014.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_014.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_015.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_015.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_016.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_016.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_017.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_017.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_018.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_018.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_019.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_019.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_020.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_020.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_021.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_021.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_022.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_022.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_023.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_023.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_024.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_024.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_025.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_025.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_026.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_026.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_027.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_027.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_028.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_028.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_029.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_029.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_030.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_030.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_031.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_031.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_032.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_032.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_033.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_033.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_034.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_034.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_035.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_035.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_036.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_036.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_037.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_037.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_038.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_038.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_039.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_039.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_040.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_040.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_041.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_041.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_042.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_042.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_043.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_043.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_044.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_044.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_045.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_045.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_046.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_046.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_047.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_047.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_048.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_048.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_049.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_049.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_050.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_050.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_051.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_051.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_052.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_052.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_053.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_053.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_054.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_054.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_055.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_055.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_056.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_056.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_057.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_057.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_058.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_058.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_059.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_059.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0DOMlNJ9sOk_060.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0DOMlNJ9sOk_060.wav,0,ai4t,test,bonafide,ai4t_real,0DOMlNJ9sOk,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_000.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_000.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_001.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_001.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_002.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_002.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_003.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_003.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_004.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_004.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_005.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_005.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_006.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_006.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
