utt_id,path,target,corpus,split,attack,bona_fide_source,source_id,speaker_id,generator_id,channel_id,language,platform_id
inthewild/0.wav,datasets/02_In-the-Wild/release_in_the_wild/0.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
inthewild/1.wav,datasets/02_In-the-Wild/release_in_the_wild/1.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
inthewild/2.wav,datasets/02_In-the-Wild/release_in_the_wild/2.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
inthewild/3.wav,datasets/02_In-the-Wild/release_in_the_wild/3.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
inthewild/4.wav,datasets/02_In-the-Wild/release_in_the_wild/4.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/5.wav,datasets/02_In-the-Wild/release_in_the_wild/5.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/6.wav,datasets/02_In-the-Wild/release_in_the_wild/6.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
inthewild/7.wav,datasets/02_In-the-Wild/release_in_the_wild/7.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/8.wav,datasets/02_In-the-Wild/release_in_the_wild/8.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/9.wav,datasets/02_In-the-Wild/release_in_the_wild/9.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/10.wav,datasets/02_In-the-Wild/release_in_the_wild/10.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
inthewild/11.wav,datasets/02_In-the-Wild/release_in_the_wild/11.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/12.wav,datasets/02_In-the-Wild/release_in_the_wild/12.wav,0,inthewild,test,bonafide,inthewild_real,NA,NA,NA,NA,en,NA
inthewild/13.wav,datasets/02_In-the-Wild/release_in_the_wild/13.wav,1,inthewild,test,openvoicev2,na,NA,NA,NA,NA,en,NA
